file_name,segments
across_14497.txt, 1-386-769-1194-1713
across_14506.txt, 1-305-671-1188-1586
across_14532.txt, 1-431-901-1265-1710
across_14540.txt, 1-420-732-1052-1521
across_14552.txt, 1-400-718-1127-1388
across_14582.txt, 1-520-832-1234-1536
across_14604.txt, 1-441-1200-1658-2260
across_14642.txt, 1-368-764-1298-1734
across_14646.txt, 1-394-905-1199-1558
across_14655.txt, 1-409-809-1190-1757
across_14668.txt, 1-471-825-1172-1640
across_14672.txt, 1-363-854-1228-1651
across_14675.txt, 1-378-760-1056-1409
across_14680.txt, 1-325-650-1070-1540
across_14691.txt, 1-395-912-1571-2019
across_14718.txt, 1-486-798-1379-1706
across_14786.txt, 1-390-769-1235-1629
across_14805.txt, 1-275-775-1136-2809
across_14812.txt, 1-399-916-1409-1741
across_14817.txt, 1-467-879-1300-1797
across_14826.txt, 1-469-762-1172-1586
across_14831.txt, 1-517-932-1342-1786
across_14837.txt, 1-390-1062-1588-2016
across_14857.txt, 1-413-900-1380-1762
across_14859.txt, 1-544-886-1226-1615
across_14902.txt, 1-311-853-1242-1604
across_14906.txt, 1-323-724-1179-1664
across_14934.txt, 1-387-792-1248-1736
across_14991.txt, 1-310-838-1366-1747
across_14995.txt, 1-465-813-1224-1697
across_15003.txt, 1-414-815-1198-1589
across_15005.txt, 1-501-810-1122-1523
across_15030.txt, 1-434-780-1213-1599
across_15048.txt, 1-347-912-1448-1998
across_15065.txt, 1-406-844-1945-2296
across_15074.txt, 1-536-933-1294-1671
across_15077.txt, 1-495-904-1248-1749
across_15084.txt, 1-1666-2149-2528-2854
across_15094.txt, 1-382-772-1102-1521
across_15095.txt, 1-428-1066-1568-2000
across_15109.txt, 1-439-752-1197-1623
across_15122.txt, 1-353-809-1202-1676
across_15139.txt, 1-513-949-1357-1748
across_15147.txt, 1-371-698-1102-1584
across_15153.txt, 1-456-957-1430-1852
across_15157.txt, 1-444-800-1270-2289
across_15160.txt, 1-420-771-1342-1744
across_15183.txt, 1-522-895-1368-1759
across_15201.txt, 1-471-810-1151-1655
across_15219.txt, 1-339-748-1103-1519
across_15228.txt, 1-882-1278-1865-3702
across_15236.txt, 1-489-835-1260-1638
across_15265.txt, 1-426-724-1242-1563
across_15298.txt, 1-421-823-1215-1586
across_15300.txt, 1-291-704-1665-2113
across_15310.txt, 1-369-798-1174-1642
across_15324.txt, 1-388-888-1885-2185
across_15325.txt, 1-356-766-1093-1412
across_15384.txt, 1-419-722-1091-1529
across_15439.txt, 1-367-786-1314-1900
across_15487.txt, 1-355-680-1082-1528
across_15490.txt, 1-473-882-1336-1729
across_15491.txt, 1-374-826-1134-1500
across_15498.txt, 1-426-833-1127-1532
across_15510.txt, 1-450-825-1387-1845
across_15527.txt, 1-335-859-1276-1989
across_15644.txt, 1-325-1949-2248-2592
across_15657.txt, 1-571-993-1571-2002
across_15660.txt, 1-1151-1493-1973-2299
across_15671.txt, 1-399-930-1346-1821
across_15758.txt, 1-490-968-1380-1821
across_15776.txt, 1-431-942-1464-1808
across_15785.txt, 1-394-831-1257-1603
across_15789.txt, 1-485-951-2625-3066
across_15791.txt, 1-302-735-1157-1520
across_15799.txt, 1-386-844-1208-1679
across_15802.txt, 1-350-827-1167-1567
across_15836.txt, 1-448-949-1371-2128
across_15854.txt, 1-356-692-1028-2755
across_15874.txt, 1-425-915-1247-1702
across_15897.txt, 1-410-1293-1790-2252
across_15922.txt, 1-375-828-1154-1538
across_15941.txt, 1-466-876-1386-1796
across_15946.txt, 1-390-903-1324-1919
across_15959.txt, 1-501-917-1269-1672
across_15963.txt, 1-383-836-1308-1808
across_15969.txt, 1-527-908-2859-3265
across_15984.txt, 1-477-802-1130-1494
across_16003.txt, 1-485-871-1202-1852
across_16061.txt, 1-368-707-1009-1365
across_16098.txt, 1-350-841-3469-3943
across_16115.txt, 1-1151-1709-2163-2584
across_16124.txt, 1-439-889-1207-1818
across_16125.txt, 1-502-868-1323-1722
across_16156.txt, 1-384-694-1044-1507
across_16169.txt, 1-334-811-1182-1512
across_16194.txt, 1-600-1081-1471-1925
across_16206.txt, 1-372-933-1393-1698
across_16228.txt, 1-355-753-1095-1475
across_16235.txt, 1-479-823-1181-1565
across_16247.txt, 1-393-776-1208-1600
across_16318.txt, 1-484-867-1261-1592
across_16328.txt, 1-379-844-1298-1744
across_16330.txt, 1-383-767-1108-1470
across_16349.txt, 1-351-709-1052-1587
across_16352.txt, 1-691-1159-1654-2156
across_16376.txt, 1-568-880-1243-1592
across_16384.txt, 1-352-861-1220-2366
across_16392.txt, 1-583-1029-1562-2037
across_16420.txt, 1-377-1053-1376-1763
across_16429.txt, 1-373-868-1227-1613
across_16443.txt, 1-378-972-1332-1700
across_16477.txt, 1-331-653-969-1442
across_16485.txt, 1-535-899-1398-1825
across_16499.txt, 1-380-802-1246-1611
across_16541.txt, 1-379-677-1090-1593
across_16546.txt, 1-362-886-1218-1770
across_16618.txt, 1-368-664-1087-1417
across_16691.txt, 1-344-813-1298-1802
across_16697.txt, 1-401-701-1025-1413
across_16708.txt, 1-507-919-1316-1782
across_16743.txt, 1-305-678-1187-1618
across_16764.txt, 1-475-821-1286-1577
across_16851.txt, 1-467-928-1411-1901
across_16853.txt, 1-589-982-1342-1726
across_16858.txt, 1-396-733-1055-1447
across_16866.txt, 1-352-690-1068-1415
across_16873.txt, 1-406-854-1194-1590
across_16887.txt, 1-419-767-1170-1854
across_16895.txt, 1-470-824-1302-2104
across_16897.txt, 1-313-711-1080-1496
across_16904.txt, 1-516-924-1342-1898
across_16972.txt, 1-397-711-1283-1821
across_16976.txt, 1-369-706-1011-1357
across_16991.txt, 1-409-827-1193-1571
across_16994.txt, 1-464-814-1299-1616
across_16995.txt, 1-352-1071-1574-1982
across_17003.txt, 1-351-683-1017-1549
across_17008.txt, 1-280-803-1238-1697
across_17010.txt, 1-350-779-1247-1705
across_17018.txt, 1-312-625-1065-1412
across_17024.txt, 1-574-997-1377-1857
across_17044.txt, 1-553-943-1300-1667
across_17053.txt, 1-508-895-1265-1672
across_17063.txt, 1-299-600-957-1522
across_17092.txt, 1-2014-2372-2789-3108
across_17094.txt, 1-412-721-1086-1568
across_17098.txt, 1-411-819-1394-1828
across_17102.txt, 1-425-848-1363-1667
across_17136.txt, 1-326-1085-1490-2122
across_17138.txt, 1-409-842-1283-1670
across_17167.txt, 1-472-876-1297-1729
across_17171.txt, 1-412-814-1681-2070
across_17196.txt, 1-411-897-1279-1638
across_17202.txt, 1-409-2797-3156-3493
across_17206.txt, 1-432-861-1225-1561
across_17218.txt, 1-428-891-1270-2771
across_17241.txt, 1-357-820-1324-1852
across_17251.txt, 1-458-1014-1399-1892
across_17277.txt, 1-479-893-1358-1720
across_17288.txt, 1-457-824-1371-1772
across_17319.txt, 1-496-968-2014-2351
across_17342.txt, 1-358-702-1190-1595
across_17351.txt, 1-410-1072-1521-1905
across_17358.txt, 1-337-805-1126-1492
across_17361.txt, 1-1341-1756-2166-2627
across_17379.txt, 1-537-1116-1634-2126
across_17397.txt, 1-507-915-1427-4101
across_17402.txt, 1-333-732-1077-1413
across_17414.txt, 1-366-674-1195-1521
across_17422.txt, 1-444-979-1331-1796
across_17427.txt, 1-427-776-1144-1532
across_17434.txt, 1-335-830-1406-1765
across_17440.txt, 1-863-1588-1920-2336
across_17445.txt, 1-377-870-1897-2214
across_17462.txt, 1-596-1046-1437-1829
across_17477.txt, 1-291-666-1045-1419
across_17479.txt, 1-625-1020-1463-1872
across_17512.txt, 1-342-776-1342-2562
across_17526.txt, 1-332-747-1084-1517
across_17537.txt, 1-432-838-1259-1788
across_17538.txt, 1-370-1195-1796-2250
across_17553.txt, 1-389-742-1117-1533
across_17594.txt, 1-558-923-1335-1667
across_17595.txt, 1-414-743-1106-1577
across_17598.txt, 1-313-723-1089-1419
across_17613.txt, 1-387-692-1051-1506
across_17639.txt, 1-636-963-1548-2129
across_17663.txt, 1-405-807-1243-1636
across_17664.txt, 1-345-789-1204-1537
across_17677.txt, 1-1278-1713-2093-2604
across_17683.txt, 1-418-761-1111-1432
across_17693.txt, 1-323-705-1044-1593
across_17711.txt, 1-409-738-1198-1529
across_17734.txt, 1-401-886-1292-1723
across_17735.txt, 1-471-876-1274-1630
across_17739.txt, 1-403-868-1199-1549
across_17753.txt, 1-385-692-1035-1496
across_17766.txt, 1-375-774-1182-1538
across_17774.txt, 1-414-718-1117-1602
across_17787.txt, 1-481-904-1305-1740
across_17790.txt, 1-428-825-1170-1493
across_17796.txt, 1-381-890-1325-1765
across_17802.txt, 1-408-828-1152-1494
across_17856.txt, 1-422-797-1106-1446
across_17857.txt, 1-582-920-1266-1672
across_17906.txt, 1-767-1193-1602-2057
across_17914.txt, 1-372-710-1217-1590
across_17922.txt, 1-528-861-1301-1630
across_17930.txt, 1-498-807-1129-1522
across_17934.txt, 1-476-801-1110-1550
across_17975.txt, 1-349-749-1123-2015
across_17976.txt, 1-449-855-1168-1614
across_17985.txt, 1-304-644-962-2403
across_18025.txt, 1-880-1209-1625-2239
across_18034.txt, 1-494-976-1644-2180
across_18062.txt, 1-337-724-1070-1490
across_18116.txt, 1-354-705-1049-1518
across_18148.txt, 1-491-975-2390-2698
across_18149.txt, 1-417-771-1149-1567
across_18165.txt, 1-406-968-1820-2253
across_18173.txt, 1-438-942-1375-1831
across_18181.txt, 1-364-697-1003-1398
across_18204.txt, 1-598-999-1420-1871
across_18258.txt, 1-395-861-1263-1690
across_18259.txt, 1-333-779-1264-1684
across_18269.txt, 1-497-888-1296-1645
across_18335.txt, 1-970-1334-1704-2115
across_18361.txt, 1-307-726-1027-1324
across_18365.txt, 1-391-877-1260-1607
across_18400.txt, 1-404-748-1189-1549
across_18402.txt, 1-348-707-1093-1508
across_18410.txt, 1-333-683-1008-1476
across_18419.txt, 1-391-752-1167-1511
across_18422.txt, 1-440-789-1235-1699
across_18439.txt, 1-303-805-1158-1549
across_18473.txt, 1-446-804-1178-1554
across_18485.txt, 1-312-611-1146-1567
across_18495.txt, 1-348-719-1187-1628
across_18511.txt, 1-459-779-1207-1528
across_18522.txt, 1-2209-2535-2964-3333
across_18530.txt, 1-311-758-1317-1771
across_18552.txt, 1-405-707-1120-1467
across_18570.txt, 1-489-836-1217-1713
across_18579.txt, 1-415-880-1231-1536
across_18588.txt, 1-333-4165-4500-4970
across_18595.txt, 1-404-783-1201-1654
across_18610.txt, 1-325-668-1071-1500
across_18626.txt, 1-409-766-1146-1559
across_18632.txt, 1-405-758-1118-1516
across_18638.txt, 1-2483-2910-3318-3662
across_18640.txt, 1-367-698-1075-1411
across_18660.txt, 1-401-812-1402-1801
across_18679.txt, 1-364-807-1411-1810
across_18690.txt, 1-439-885-1378-1740
across_18723.txt, 1-534-891-1271-1709
across_18727.txt, 1-286-596-1043-1411
across_18736.txt, 1-393-735-1070-1491
across_18738.txt, 1-432-825-1192-1666
across_18744.txt, 1-362-760-1176-1532
across_18764.txt, 1-346-753-1137-1569
across_18765.txt, 1-357-765-1161-1635
across_18766.txt, 1-377-809-1180-2368
across_18781.txt, 1-384-721-1109-1579
across_18809.txt, 1-323-664-1081-1534
across_18826.txt, 1-389-766-1109-1418
across_18828.txt, 1-764-1581-2022-2405
across_18832.txt, 1-305-805-1152-1616
across_18841.txt, 1-464-790-1137-1495
across_18844.txt, 1-330-727-1170-1662
across_18846.txt, 1-331-739-1166-1565
across_18881.txt, 1-384-803-1128-1472
across_18890.txt, 1-324-755-1210-1540
across_18895.txt, 1-351-746-1159-1587
across_18903.txt, 1-383-699-1108-1442
across_18918.txt, 1-510-1304-1668-2170
across_18928.txt, 1-502-1135-1536-1898
across_18944.txt, 1-270-735-1141-1472
across_18978.txt, 1-438-780-1241-1621
across_18988.txt, 1-454-809-1151-1522
across_19010.txt, 1-434-822-1169-1642
across_19018.txt, 1-286-864-1300-1637
across_19025.txt, 1-345-682-994-1316
across_19059.txt, 1-757-1158-1595-2061
across_19070.txt, 1-383-813-1217-1686
across_19091.txt, 1-437-884-1258-1569
across_19100.txt, 1-608-1016-1589-2257
across_19126.txt, 1-364-727-1087-1435
across_19129.txt, 1-311-676-1044-1415
across_19135.txt, 1-513-1072-1470-1847
across_19152.txt, 1-385-796-1226-1610
across_19167.txt, 1-492-878-1231-1532
across_19202.txt, 1-391-901-1499-1953
across_19216.txt, 1-533-949-1534-1989
across_19227.txt, 1-315-648-1176-1515
across_19241.txt, 1-547-942-1418-1919
across_19269.txt, 1-343-708-1141-1675
across_19315.txt, 1-362-706-1052-1459
across_19325.txt, 1-424-734-1137-2718
across_19336.txt, 1-353-769-1103-1482
across_19342.txt, 1-358-851-1255-1637
across_19346.txt, 1-349-845-1235-1717
across_19421.txt, 1-451-876-1294-1767
across_19448.txt, 1-323-638-1082-1472
across_19453.txt, 1-488-895-1208-1645
across_19497.txt, 1-402-757-1136-1545
across_19500.txt, 1-462-790-1238-2707
across_19512.txt, 1-349-741-1092-1617
across_19516.txt, 1-1067-1412-1869-2230
across_19555.txt, 1-335-679-2167-2492
across_19572.txt, 1-392-780-1244-1669
across_19592.txt, 1-300-631-1026-1457
across_19595.txt, 1-485-915-1365-1681
across_19605.txt, 1-325-783-1213-2295
across_19655.txt, 1-338-682-1144-1576
across_19656.txt, 1-630-1096-1541-1944
across_19659.txt, 1-354-723-1109-1534
across_19678.txt, 1-515-1058-1443-2009
across_19718.txt, 1-478-953-1297-1748
across_19738.txt, 1-408-808-1164-1555
across_19745.txt, 1-516-830-1379-1715
across_19746.txt, 1-318-771-1269-1800
across_19755.txt, 1-358-915-1354-1790
across_19756.txt, 1-342-789-1207-1606
across_19763.txt, 1-337-666-1132-1647
across_19774.txt, 1-414-710-1302-1691
across_19776.txt, 1-494-861-1379-2534
across_19784.txt, 1-354-912-1370-1836
across_19787.txt, 1-379-781-1278-1574
across_19815.txt, 1-633-1387-1891-2273
across_19824.txt, 1-754-1205-1659-2278
across_19826.txt, 1-342-710-1053-1609
across_19830.txt, 1-540-1071-1446-1840
across_19833.txt, 1-1028-1340-1790-2250
across_19837.txt, 1-494-797-1189-1511
across_19879.txt, 1-380-816-1164-1530
across_19894.txt, 1-472-959-1412-2162
across_19901.txt, 1-503-952-1728-2136
across_19917.txt, 1-449-780-1119-2200
across_19925.txt, 1-311-705-1086-1479
across_19939.txt, 1-426-730-1073-1587
across_19946.txt, 1-472-935-1268-1650
across_19947.txt, 1-407-738-1110-1490
across_19959.txt, 1-387-865-1170-1591
across_19966.txt, 1-406-2378-2805-3185
across_19967.txt, 1-529-886-1278-1614
across_19977.txt, 1-424-904-1205-1522
across_19988.txt, 1-395-702-1235-1681
across_20029.txt, 1-389-856-1294-1716
across_20035.txt, 1-392-822-1182-1664
across_20044.txt, 1-546-1113-1711-2029
across_20060.txt, 1-455-823-1364-1689
across_20062.txt, 1-427-842-1261-1738
across_20083.txt, 1-322-966-1285-1648
across_20087.txt, 1-473-890-1792-2186
across_20104.txt, 1-378-759-1077-1461
across_20192.txt, 1-413-836-1350-1755
across_20195.txt, 1-372-720-1066-1456
across_20206.txt, 1-367-769-1204-1594
across_20227.txt, 1-414-770-1116-1457
across_20233.txt, 1-376-916-1664-2160
across_20236.txt, 1-342-760-1190-2336
across_20238.txt, 1-449-881-1234-1703
across_20276.txt, 1-339-819-1234-1702
across_20282.txt, 1-418-874-1334-1876
across_20309.txt, 1-453-1130-1547-1977
across_20356.txt, 1-420-786-1189-1500
across_20361.txt, 1-435-894-1542-2019
across_20395.txt, 1-528-932-1972-2314
across_20411.txt, 1-480-882-1214-1562
across_20412.txt, 1-1329-1798-2164-2550
across_20426.txt, 1-1079-1476-1828-2302
across_20428.txt, 1-393-881-1249-1753
across_20435.txt, 1-520-1071-1529-1860
across_20452.txt, 1-395-1248-1676-2047
across_20455.txt, 1-615-992-1361-1671
across_20463.txt, 1-568-1035-1577-2115
across_20464.txt, 1-495-862-1356-1733
across_20466.txt, 1-420-867-1340-1840
across_20475.txt, 1-349-748-1210-1564
across_20497.txt, 1-318-672-975-1558
across_20562.txt, 1-1104-1428-1875-2373
across_20572.txt, 1-354-797-1162-1487
across_20607.txt, 1-353-739-1189-1750
across_20623.txt, 1-331-820-1351-1847
across_20633.txt, 1-541-860-1335-1789
across_20636.txt, 1-361-737-1061-1461
across_20637.txt, 1-394-787-1143-1450
across_20639.txt, 1-490-901-1322-1625
across_20642.txt, 1-408-883-1381-1867
across_20647.txt, 1-484-856-1351-1708
across_20679.txt, 1-805-1343-1718-2092
across_20681.txt, 1-436-809-1217-1626
across_20684.txt, 1-484-1501-1882-2368
across_20711.txt, 1-424-774-1139-1503
across_20780.txt, 1-455-963-1392-1727
across_20793.txt, 1-385-790-1309-1683
across_20795.txt, 1-536-920-1328-1704
across_20799.txt, 1-429-917-1519-1945
across_20837.txt, 1-472-787-1243-1604
across_20855.txt, 1-481-915-1443-1763
across_20860.txt, 1-325-712-1152-1589
across_20904.txt, 1-444-781-1148-1593
across_20916.txt, 1-550-975-1335-1655
across_20928.txt, 1-454-862-1253-1597
across_20947.txt, 1-456-852-1309-1807
across_20978.txt, 1-545-1008-1345-2189
across_4225.txt, 1-369-813-1171-1514
across_4250.txt, 1-389-943-1299-1775
across_4251.txt, 1-352-676-1099-1498
across_4263.txt, 1-461-1655-1973-2331
across_4274.txt, 1-400-759-1878-2364
across_4278.txt, 1-388-823-1214-1671
across_4306.txt, 1-375-840-1245-1626
across_4325.txt, 1-523-1132-1663-2069
across_4326.txt, 1-383-702-1220-1681
across_4361.txt, 1-464-795-1153-1457
across_4365.txt, 1-370-766-1202-1617
across_4381.txt, 1-350-742-1100-1476
across_4383.txt, 1-439-909-1391-1766
across_4395.txt, 1-430-859-1218-1664
across_4396.txt, 1-459-934-1353-1876
across_4418.txt, 1-353-753-1203-1733
across_4446.txt, 1-552-1032-1442-1764
across_4447.txt, 1-1482-1912-2273-2759
across_4460.txt, 1-359-868-1170-1570
across_4469.txt, 1-369-765-1183-1904
across_4470.txt, 1-329-732-1096-1474
across_4478.txt, 1-483-823-1168-1481
across_4487.txt, 1-487-902-1218-1551
across_4507.txt, 1-358-720-1123-1597
across_4536.txt, 1-374-697-1081-1431
across_4537.txt, 1-484-880-1268-1813
across_4558.txt, 1-671-1088-1427-1823
across_4564.txt, 1-473-1309-1759-2086
across_4567.txt, 1-538-919-1364-1754
across_4572.txt, 1-435-820-1125-1440
across_4586.txt, 1-374-832-1233-1756
across_4594.txt, 1-455-851-1284-1724
across_4644.txt, 1-399-833-1146-1514
across_4655.txt, 1-442-973-1371-1840
across_4662.txt, 1-314-640-1020-1355
across_4663.txt, 1-417-834-1130-1559
across_4668.txt, 1-788-1178-1696-2225
across_4688.txt, 1-512-907-1271-1633
across_4751.txt, 1-320-646-1104-1566
across_4791.txt, 1-523-851-1618-2156
across_4804.txt, 1-406-868-1220-1675
across_4807.txt, 1-641-1111-1474-1999
across_4835.txt, 1-346-872-1339-1845
across_4851.txt, 1-349-822-1174-1815
across_4874.txt, 1-334-704-1027-1334
across_4883.txt, 1-415-876-1211-1577
across_4914.txt, 1-367-1480-1950-2403
across_4941.txt, 1-412-870-1308-1628
across_4948.txt, 1-502-821-1247-1751
across_4960.txt, 1-361-841-1220-1594
across_4962.txt, 1-633-971-1330-1722
across_4990.txt, 1-377-749-1125-1467
across_5027.txt, 1-397-758-1137-1507
across_5060.txt, 1-382-684-1074-1606
across_5086.txt, 1-324-634-1093-1575
across_5113.txt, 1-425-861-1197-1627
across_5128.txt, 1-519-855-1146-2201
across_5130.txt, 1-396-783-2025-2436
across_5134.txt, 1-421-781-1338-1733
across_5148.txt, 1-453-853-1297-1663
across_5161.txt, 1-1749-2093-2686-2999
across_5164.txt, 1-536-894-1338-1680
across_5165.txt, 1-583-945-1685-2224
across_5234.txt, 1-338-665-1005-1358
across_5266.txt, 1-498-3146-3597-4026
across_5268.txt, 1-355-695-1081-1374
across_5270.txt, 1-321-679-1170-1527
across_5276.txt, 1-513-1013-1372-1727
across_5292.txt, 1-382-872-1216-1644
across_5297.txt, 1-384-696-1199-1552
across_5312.txt, 1-437-849-1249-1613
across_5314.txt, 1-422-807-1114-1525
across_5315.txt, 1-371-859-1315-1670
across_5329.txt, 1-389-727-1023-1405
across_5333.txt, 1-345-699-1066-1479
across_5366.txt, 1-473-740-1100-1658
across_5372.txt, 1-516-1064-1619-2224
across_5401.txt, 1-330-744-1223-1555
across_5432.txt, 1-355-684-1133-1563
across_5441.txt, 1-338-805-1216-1555
across_5451.txt, 1-540-1079-1823-2385
across_5461.txt, 1-440-844-1278-1622
across_5468.txt, 1-685-1112-1607-2090
across_5473.txt, 1-314-665-1302-1793
across_5478.txt, 1-366-698-1225-1640
across_5483.txt, 1-422-978-1331-2073
across_5484.txt, 1-505-799-1158-1546
across_5494.txt, 1-413-1641-2097-2523
across_5496.txt, 1-532-964-1265-1574
across_5505.txt, 1-321-836-1279-1652
across_5515.txt, 1-465-892-1313-2303
across_5521.txt, 1-387-825-1190-1592
across_5530.txt, 1-463-839-1244-1716
across_5541.txt, 1-370-848-1296-1684
across_5547.txt, 1-378-741-1108-1551
across_5577.txt, 1-337-796-1246-1859
across_5579.txt, 1-454-949-1340-1668
across_5603.txt, 1-764-1161-1555-2268
across_5613.txt, 1-347-852-1299-1671
across_5655.txt, 1-344-834-1199-1555
across_5689.txt, 1-458-925-1403-1838
across_5725.txt, 1-410-802-1333-1754
across_5751.txt, 1-483-926-1288-1722
across_5778.txt, 1-498-963-1377-1754
across_5790.txt, 1-2534-2915-3237-3583
across_5798.txt, 1-369-740-1103-1460
across_5813.txt, 1-514-801-1126-1532
across_5829.txt, 1-456-895-1280-1645
across_5851.txt, 1-579-1044-1472-1823
across_5869.txt, 1-371-847-1476-2059
across_5885.txt, 1-367-691-1117-1439
across_5898.txt, 1-513-1077-1384-1780
across_5902.txt, 1-466-866-1199-1582
